node_id,node_col_rank,father_node_name,node_name,description
155,5,先进封装,FOWLP,FOWLP封装是一种先进的芯片封装技术，全称为Fan-Out Wafer Level Packaging。与传统封装技术相比，FOWLP封装具有更高的集成度、更小的封装尺寸、更低的功耗和更低的成本。
156,5,逻辑电路,ASIC,ASIC是Application Specific Integrated Circuit的缩写，指的是专用集成电路。
157,5,逻辑电路,基带芯片,基带芯片是一种内置于移动通信设备中的芯片，用于处理调制解调、信号调理、信号处理等基础通信功能。
158,5,逻辑电路,固定逻辑器件,固定逻辑器件（Fixed Logic Device）是一种已经编程的逻辑芯片，其内部电路和功能是固定不变的。
159,5,逻辑电路,可编程逻辑器件（PLD）,可编程逻辑器件（Programmable Logic Device，PLD）是一类集成电路器件，可以按照用户的需要编程实现特定的逻辑功能。
160,5,逻辑电路,其他数字电路,
161,5,存储芯片,易失性存储芯片,易失性存储芯片（Volatile Memory Chip）是一种在断电或掉电后会丢失其存储数据的存储器件，例如动态随机存取存储器（DRAM）、静态随机存取存储器（SRAM）等。
162,5,存储芯片,非易失性存储芯片,非易失性存储芯片（Non-Volatile Memory，NVM）是指不需要外部电源维持存储信息的存储器件，其存储的信息在断电或重启后仍然能够保持。
163,5,微处理器,NPU,NPU全称为神经网络处理器（Neural Network Processor Unit），是一种针对人工智能（AI）应用而设计的专用芯片，能够加速神经网络的训练和推断过程，提高人工智能应用的性能和效率。
164,5,微处理器,数字信号处理芯片（DSP）,数字信号处理芯片（DSP）是一种专门用于数字信号处理的微处理器。与通用微处理器相比，DSP更擅长高速、实时的数字信号处理。
165,5,微处理器,图像信号处理芯片（ISP）,图像信号处理芯片（Image Signal Processor，ISP）是一种专门用于图像处理的芯片。
166,5,微处理器,微控制器（MCU）,微控制器（Microcontroller Unit，MCU）是一种集成电路，它包含了一个或多个中央处理器（CPU）、存储器（ROM、RAM）和输入/输出接口（I/O）等基本部件，用于控制特定的系统或设备。
167,5,微处理器,人工智能处理器（APU）,人工智能处理器（APU）是一种专门用于进行人工智能计算的处理器。它通常结合了CPU、GPU、FPGA、DSP等多种处理器架构，
168,5,微处理器,通用处理器,通用处理器是一种能够执行各种通用计算任务的中央处理器（CPU），可以被用于不同的应用领域，如个人计算机、服务器、手机、平板电脑、智能家居等等。
169,5,微处理器,TPU,TPU是Tensor Processing Unit的缩写，是由谷歌设计的专用于人工智能计算的ASIC芯片，用于加速深度学习训练和推理任务。
170,5,微处理器,DCU,DCU代表“Data Control Unit”（数据控制单元），是计算机系统中的一个单元，通常由微处理器、存储器和接口组成，用于处理数据和控制计算机系统中的外设。DCU微处理器是一种专为控制应用设计的微处理器，能够有效地实现对各种控制任务的处理和管理。
171,5,信号链芯片,比较器,比较器（Comparator）是一种基本的模拟电路元件，它的功能是比较两个输入信号的大小，输出一个高或低电平的数字信号。
172,5,信号链芯片,放大器,放大器（Amplifier）是一种电子元件或电路，可以将输入的电信号（如声音、视频、数据信号等）放大到所需的电平或功率。
173,5,信号链芯片,接口芯片,接口芯片是用于处理不同设备之间的通信协议和电气信号的芯片，常见的接口芯片有USB接口芯片、以太网接口芯片、SPI接口芯片、I2C接口芯片、UART接口芯片等等。
174,5,信号链芯片,数模转换器,数模转换器（DAC）是一种将数字信号转换成模拟信号的电子元件。它可以将数字信号转换为与之对应的模拟电压或电流输出，常用于音频、视频、通信、自动控制等领域中。
175,5,信号链芯片,模数转换器,模数转换器（ADC）是一种电子器件，用于将模拟信号转换为数字信号。它将输入的模拟信号转换为数字形式，以便数字电路可以对其进行处理。
176,5,功率IC,电源管理芯片,电源管理芯片（Power Management IC，简称PMIC）是一种集成电路芯片，专门用于管理和控制电源的转换、分配和保护等功能。
177,5,功率IC,驱动芯片,驱动芯片是一种将信号转换成物理运动的器件，可以控制不同类型的电机、灯光和其他设备的运行。
178,5,射频器件,射频开关,射频开关（RF switch）是一种用于射频信号传输和处理的电子元件，其主要功能是在电路中切换或连接射频信号。
179,5,射频器件,射频功率放大器,射频功率放大器（RF power amplifier）是一种能将输入的低功率射频信号放大为高功率射频信号的电路元件。
180,5,射频器件,基站射频器件,基站射频器件是用于移动通信基站的无线射频部分的集成电路芯片，其功能包括接收和发射无线信号、信号调制解调、功率放大等。
181,5,射频器件,谐振器,谐振器是一种被广泛应用于无线电通信、雷达、微波电路、振荡电路等领域中的电路元件，它可以通过选择合适的电容和电感组合，在特定频率范围内实现电路的谐振。
182,5,射频器件,射频滤波器,射频滤波器是一种用于射频电路的电子元件，可以选择性地通过或抑制特定频率的信号，同时保留其他频率的信号。
183,5,射频器件,振荡器,振荡器是一种电子元件，其主要作用是产生电信号的周期性波形。振荡器通过反馈电路，在某些特定条件下，使得信号在电路内反复振荡，从而产生一种稳定的周期性波形。
184,5,射频器件,调谐器,调谐器（tuner）是一种用于调节无线电或电视接收器以接收不同频率信号的电子器件。它可以通过改变电容或电感来改变电路的谐振频率，使其能够接收特定的频率信号。
185,5,射频器件,手机射频器件,手机射频器件是指用于移动通信设备中的无线射频信号处理的器件，通常包括功率放大器、低噪声放大器、射频开关、射频滤波器等。
186,5,射频器件,雷达T/R芯片,雷达 T/R 芯片，全称为发射/接收芯片（Transmit/Receive chip），是一种用于雷达系统的射频集成电路。
187,5,通信SOC,无线通信芯片,无线通信芯片是一种集成了射频（RF）收发器、基带处理器、电源管理、存储器和接口等模块的集成电路芯片，用于实现无线通信。无线通信芯片的种类很多，如蓝牙芯片、Wi-Fi芯片、移动通信芯片（GSM、CDMA、LTE等）等。
188,5,通信SOC,有线通信芯片,有线通信芯片是用于有线通信系统中的电子器件，用于实现有线通信。其应用范围广泛，包括计算机网络、通信设备、音视频设备等。
189,5,物联网SOC,音频信号处理芯片,音频信号处理芯片（Audio Signal Processor）是一种专门用于处理音频信号的集成电路芯片，能够对音频信号进行各种处理，如音量控制、音效处理、滤波、混响等。
190,5,物联网SOC,触控芯片,触控芯片（Touch Controller Chip）是一种用于电容式触控屏幕的芯片，它能够检测屏幕上触摸点的坐标位置和手指的移动速度等信息，将这些信息转换为数字信号并传递给主处理器，从而实现屏幕的交互操作。
191,5,物联网SOC,指纹识别芯片,指纹识别芯片是一种集成了指纹采集、识别处理和安全授权等功能的集成电路芯片。它通过读取人体指纹信息来进行身份认证、数据加密、门禁控制等应用场景。
192,5,物联网SOC,视频编解码芯片,视频编解码芯片是一种专门用于视频信号编码和解码的芯片。
193,5,物联网SOC,智能卡芯片,智能卡芯片，又称芯片卡、集成电路卡，是一种用于存储和处理数据的微型晶片，内置微处理器、存储器、接口电路和加密单元等功能模块，广泛用于身份验证、金融支付、公共交通、门禁管理等领域。
194,5,物联网SOC,智能安全芯片,智能安全芯片是一种专门用于安全领域的芯片，主要用于身份验证、加密、解密、数字签名等安全应用。
195,5,物联网SOC,打印机主控芯片,打印机主控芯片是指用于打印机系统中的控制芯片，通常包括处理器、内存、接口控制器等部分。
196,5,物联网SOC,IPC SOC,IPC SOC (Industrial PC System-on-Chip) 通常指的是用于工业控制的高可靠性嵌入式系统芯片。它包括处理器核心、内存接口、外设控制器、通信接口等。IPC SOC 常用于智能制造、工业自动化、智能交通等领域。
197,5,物联网SOC,射频识别（RFID）标签芯片,射频识别（RFID）标签芯片是一种被动的无源RFID芯片，可用于识别和跟踪各种物品和设备。
198,5,物联网SOC,智能感知芯片,智能感知芯片（Smart Sensor Chip）是一种集成了传感器、信号处理、数据通信、控制等功能的高集成度芯片。
199,5,物联网SOC,数显仪表芯片,数显仪表芯片是指一种集成电路芯片，可用于数字化测量和控制系统中的仪器仪表。
200,5,其他SOC,TDDI芯片,TDDI芯片（Touch and Display Driver Integration）是一种集成了触摸屏驱动和显示屏驱动的芯片，能够实现触控和显示的一体化。
201,6,固定逻辑器件,逻辑门电路,逻辑门电路是由基本逻辑门（与门、或门、非门等）组成的电路，它们能够将输入的逻辑信号进行逻辑运算，并产生对应的输出信号。
202,6,固定逻辑器件,组合逻辑电路,组合逻辑电路是一种数字电路，它的输出仅取决于输入，与时间无关。
203,6,固定逻辑器件,时序逻辑电路,时序逻辑电路是一类数字电路，其输出信号的值依赖于时钟信号以及输入信号的值。
204,6,可编程逻辑器件（PLD）,FPGA,FPGA是一种可编程逻辑器件，可以根据用户需求进行编程和重新编程，实现各种不同的数字逻辑电路设计。FPGA的全称是Field-Programmable Gate Array，翻译为现场可编程门阵列，也被称为可编程逻辑器件（PLD）的一种。
205,6,可编程逻辑器件（PLD）,复杂可编程器件（CPLD）,复杂可编程器件（CPLD）是一种数字逻辑器件，它可以实现可编程的逻辑功能和时序控制。
206,6,其他数字电路,重定时器芯片（Retimer）,重定时器芯片（Retimer）是一种集成电路芯片，主要用于信号重定时和修复。
207,6,易失性存储芯片,SRAM,SRAM（Static Random Access Memory），中文名称为静态随机存取存储器，是一种计算机内部存储器。
208,6,易失性存储芯片,DRAM,DRAM是动态随机访问存储器（Dynamic Random Access Memory）的缩写，是计算机主存的一种。
209,6,非易失性存储芯片,ROM,ROM（Read-Only Memory）是只读存储器的一种，存储在其中的信息只能读取，不能被修改。在计算机系统中，ROM一般用于存储系统固件、BIOS、启动程序、操作系统内核等不需要经常更改的程序和数据。
210,6,非易失性存储芯片,Flash,Flash是一种非易失性存储器件，可以用于存储数据和程序代码。它是一种基于闪存技术的半导体存储器件，可用于电子设备中的存储和读取数据。
211,6,通用处理器,CPU,CPU，全称为中央处理器（Central Processing Unit），是计算机系统的核心部件，也被称为处理器或微处理器。它是一种能够执行指令、进行算术和逻辑运算的芯片，用来解释和执行计算机程序中的指
212,6,通用处理器,GPU,GPU（Graphics Processing Unit）是一种专门用于处理图形数据的处理器，用于加速计算机图形渲染、视频解码、机器学习等应用。
213,6,接口芯片,内存接口芯片,内存接口芯片是一种芯片，主要用于连接处理器和内存模块，实现数据传输和存储。它的作用是在处理器和内存之间建立一个桥梁，使得处理器能够访问内存中存储的数据。
214,6,接口芯片,串行接口芯片,串行接口芯片（Serial Interface Chips）是一种通信接口芯片，用于连接数字设备之间的数据传输。
215,6,接口芯片,并行接口芯片,并行接口芯片是一种处理数字信号的芯片，它用于并行数据通信。
216,6,接口芯片,I/O接口芯片,I/O接口芯片（Input/Output Interface Chips）是计算机硬件中常见的芯片之一，主要用于计算机与外设设备之间的通信交互。
217,6,电源管理芯片,电源监控芯片,电源监控芯片（Power Management IC，PMIC）是一种用于管理电源的芯片，可以用来监控电池电量、充电状态、电压、电流等信息，同时还能够对这些信息进行处理，并对外提供多种输出接口。
218,6,电源管理芯片,稳压芯片,稳压芯片是一种电压调节器件，用于将输入电压稳定地转换成所需的稳定输出电压。
219,6,电源管理芯片,充电芯片,充电芯片是指用于管理充电过程的电子芯片，通常用于电池充电器、移动电源等电源管理产品中。
220,6,电源管理芯片,模拟开关,模拟开关（Analog Switch）是一种可用于模拟信号和数字信号开关的电子器件，主要用于模拟信号的开关控制，如模拟信号的切换、模拟信号的选择、模拟信号的保护等。
221,6,电源管理芯片,电源转换芯片,电源转换芯片（Power Conversion Chip）是一种用于将电源的直流电转换为不同电压、电流、功率或频率的芯片，常用于电子产品中的电源管理。
222,6,驱动芯片,显示驱动芯片,显示驱动芯片是一种集成电路，通常被用于驱动显示器件，例如LCD、LED、OLED等。它可以控制像素的亮度、颜色和刷新率，使得显示效果更加清晰、流畅。
223,6,驱动芯片,背光驱动芯片,背光驱动芯片（Backlight Driver IC，简称BD IC）是一种控制液晶显示器背光亮度的芯片。它主要负责控制直流至高压交流（DC-AC）逆变器，以驱动背光灯管，控制液晶显示器的亮度和对比度。
224,6,驱动芯片,音频驱动芯片,音频驱动芯片是一种专门用于音频处理和放大的集成电路。
225,6,驱动芯片,电机驱动芯片,电机驱动芯片是一种用于控制电机的芯片，主要用于改变电机的速度、转向和负载，以满足特定的应用需求。
226,6,驱动芯片,栅极驱动芯片,栅极驱动芯片（Gate Driver IC）是一种用于控制功率半导体器件（如MOSFET，IGBT等）开关的电路。
227,6,驱动芯片,音圈马达驱动芯片,音圈马达驱动芯片（Voice Coil Motor Driver Chip）是一种用于控制音圈马达的芯片。
228,6,驱动芯片,照明驱动芯片,照明驱动芯片是一种将电源能量转化为恰当形式并驱动LED或其他光源的电路芯片，以实现控制和管理照明系统。
229,6,谐振器,陶瓷谐振器,陶瓷谐振器（Ceramic Resonator）是一种基于陶瓷片振动的谐振器，通常用于电子电路中的时钟电路。
230,6,谐振器,晶体谐振器,晶体谐振器是一种电子元件，可以在特定的频率上提供精确的振荡。
231,6,射频滤波器,SAW滤波器,SAW滤波器（Surface Acoustic Wave Filter）是一种利用表面声波的滤波器。
232,6,射频滤波器,BAW滤波器,BAW滤波器是指声表面波滤波器（Bulk Acoustic Wave Filter），是一种微波滤波器，用于无线通信和其他高频电子设备中。
233,6,射频滤波器,FBAR滤波器,FBAR滤波器是一种表面声波滤波器，是一种利用压电材料作为振荡器的滤波器，具有高品质因数和高频率特性。
234,6,振荡器,晶体振荡器,晶体振荡器（Crystal Oscillator，简称XTAL）是一种电子元件，可以将电能转换成振荡能，它是现代电子设备中常见的一种时钟源。
235,6,振荡器,硅振荡器,硅振荡器是一种利用硅晶体中的压电效应制作的振荡器，它是电子电路中最基本、最常用的元器件之一。
236,6,调谐器,FM/AM调谐器,FM/AM调谐器（Tuner）是一种接收无线电广播信号的电子设备，用于调整收音机或其他设备以接收所需的广播信号。
237,6,调谐器,TV调谐器,TV调谐器是一种电子元件，也称作电视机调谐器或电视机信号接收器。它可以将电视信号接收并转换成可视的图像和声音。
238,6,调谐器,天线调谐器,天线调谐器是一种电路器件，通常用于无线通信系统中的射频前端，用于调整天线和接收机/发射机之间的阻抗匹配，以提高信号传输效率。
239,6,无线通信芯片,蜂窝移动通信芯片,蜂窝移动通信芯片，是指用于支持蜂窝移动通信标准的芯片。
240,6,无线通信芯片,WIFI通信芯片,WIFI通信芯片是一种专门用于无线网络连接的芯片，其主要功能是实现设备和无线网络之间的通信。
241,6,无线通信芯片,Zigbee通信芯片,Zigbee通信芯片是一种专门用于支持Zigbee无线通信协议的芯片，Zigbee是一种低功耗、近距离、低数据率的无线通信技术，常用于物联网领域中的传感器网络。
242,6,无线通信芯片,蓝牙通信芯片,蓝牙通信芯片（Bluetooth Communication Chip）是一种专门用于支持蓝牙通信协议的芯片。
243,6,无线通信芯片,定位芯片,定位芯片是指能够实现定位功能的芯片，如全球卫星导航系统（GPS）芯片、北斗卫星导航系统芯片、GLONASS芯片等。
244,6,无线通信芯片,卫星信道解码芯片,卫星信道解码芯片是一种用于卫星通信系统中的解码芯片，主要用于对接收到的卫星信号进行解码处理，恢复出原始数据。
245,6,无线通信芯片,lora芯片,LoRa芯片是一种低功耗、远距离无线通信技术的芯片，可以实现长达数公里的通信距离和长达数年的电池寿命。
246,6,有线通信芯片,电力载波芯片,电力载波芯片是指用于电力载波通信系统中的集成电路芯片。电力载波通信是指通过电力线路进行通信的技术，可用于实现电能计量、远程抄表、数据传输等功能。
247,6,有线通信芯片,以太网通信芯片,以太网通信芯片是一种网络接口控制器（NIC）芯片，主要用于实现设备与以太网的连接和通信。它可以将数据包转换成适合在以太网上传输的格式，并负责将数据包发送到目标设备或网
248,6,数显仪表芯片,电能计量芯片,电能计量芯片是用于电力计量领域的芯片，主要用于对电能进行测量、计算、存储和传输。
249,6,数显仪表芯片,数字万用表芯片,数字万用表芯片是一种用于测量电压、电流、电阻、电容等电学量的集成电路芯片，通常被用于数字万用表的设计中。
250,7,逻辑门电路,与门电路,与门电路是由两个或多个输入和一个输出组成的数字逻辑门电路，其输出仅在所有输入信号均为高电平时才为高电平，否则输出为低电平。
251,7,逻辑门电路,或门电路,或门电路是一种基本的逻辑门电路，其输出结果为两个或多个输入信号的逻辑和。
252,7,逻辑门电路,非门电路,非门电路是一种基本的逻辑门电路，它只有一个输入端和一个输出端。非门电路的功能是将输入信号反转输出，即输入信号为低电平时，输出高电平，输入信号为高电平时，输出低电平。
253,7,组合逻辑电路,数字运算电路,数字运算电路是指用于数字电路中进行算术运算和逻辑运算的电路。常见的数字运算电路包括加法器、减法器、乘法器、除法器、比较器等。
254,7,组合逻辑电路,编码译码电路,编码译码电路是一种数字电路，用于将不同的数据格式进行转换。
255,7,时序逻辑电路,寄存器,寄存器是数字电路中用来存储和传输数据的一种电子元件。它通常由一组触发器构成，每个触发器可以存储一个二进制位。
256,7,时序逻辑电路,触发器,触发器（Flip-Flop）是一种电子电路元件，用于存储二进制信息，其内部具有状态，可以在时钟信号的控制下进行状态转换。触发器通常用于存储数字信号，例如计数器、寄存器、缓冲器等电路中。
257,7,时序逻辑电路,计数器,计数器是一种数字电路，可以对输入的脉冲进行计数，并在达到指定计数值时产生相应的输出信号。
258,7,ROM,MROM,MROM代表的是Masked ROM，是一种只读存储器，数据一旦被烧录就无法被修改的ROM（Read-Only Memory）类型。
259,7,ROM,PROM,PROM（Programmable Read-Only Memory，可编程只读存储器）是一种可以被用户编程的只读存储器，通常由可编程熔丝和一个与输入/输出有关的逻辑门阵列组成。
260,7,ROM,EPROM,EPROM（Erasable Programmable Read-Only Memory）是一种只读存储器（ROM），它允许用户在需要时编程和擦除存储器内容。
261,7,ROM,EEPROM,EEPROM（Electrically Erasable Programmable Read-Only Memory）是一种电可擦可编程只读存储器。
262,7,Flash,NOR Flash,NOR Flash是一种非易失性存储器，它采用 NOR 逻辑门电路作为存储单元。NOR Flash的存储单元一般由一个晶体管和一个电容器构成，可以存储一个比特的信息。
263,7,Flash,NAND Flash,NAND Flash是一种非易失性存储器件，采用NAND逻辑门电路组成存储单元，用于数据存储。
264,7,电源转换芯片,AC/DC转换芯片,AC/DC转换芯片是一种电源管理芯片，用于将交流电（AC）转换为直流电（DC）。
265,7,电源转换芯片,DC/AC转换芯片,DC/AC转换芯片是指将直流电源转换为交流电源的电子器件。
266,7,显示驱动芯片,LCD显示驱动芯片,LCD显示驱动芯片（LCD Driver IC）是一种将数字信号转换为液晶显示屏幕所需的电压信号的芯片。LCD显示驱动芯片通常用于嵌入式系统、数字仪表、家用电器、汽车电子、医疗设备等各
267,7,显示驱动芯片,LED显示驱动芯片,LED显示驱动芯片是用于驱动LED显示的集成电路芯片，可实现LED的亮度控制、色温控制、颜色混合等功能。其主要作用是将微处理器的信号转换成LED所需要的电流和电压，从而驱动LED灯珠显示。
268,7,背光驱动芯片,LED背光驱动芯片,LED背光驱动芯片（LED Backlight Driver）是一种用于驱动LED背光的集成电路。在LED背光应用中，LED背光驱动芯片通常是与LCD面板或其他显示面板一起使用，用于提供背光光源，以便在低光照条件下提高显示的可见度和对比度。
269,7,背光驱动芯片,LCD背光驱动芯片,LCD背光驱动芯片是用于驱动LCD背光模块的集成电路芯片，通常包含了PWM调光电路和反向电压保护电路等。
270,7,照明驱动芯片,LED照明驱动芯片,LED照明驱动芯片是一种能够驱动LED照明灯具的芯片，它可以控制LED灯的亮度、颜色等参数，以实现不同的照明效果。
271,7,照明驱动芯片,荧光灯驱动芯片,荧光灯驱动芯片是一种控制荧光灯工作的芯片，它主要负责将输入的信号转换成适合驱动荧光灯的信号，以控制荧光灯的亮灭。
272,7,晶体谐振器,石英晶体谐振器,石英晶体谐振器是一种电子元器件，用于产生精确的频率信号，通常用于时钟电路和计时电路中。
273,8,NOR Flash,串行NOR Flash,
274,8,NOR Flash,并行NOR Flash,并行 NOR Flash 是一种非易失性存储器件，与串行 NOR Flash 不同，它使用并行接口来读取和写入数据。
275,8,NAND Flash,2D?NAND Flash,
276,8,NAND Flash,3D NAND Flash,
277,8,LCD显示驱动芯片,LCOS显示驱动芯片,LCOS (Liquid Crystal on Silicon) 显示驱动芯片是一种用于驱动微型投影仪的集成电路。
278,8,LED照明驱动芯片,通用LED照片驱动芯片,通用LED驱动芯片是一种用于控制LED照明系统的集成电路，它可以将输入信号转换为适合驱动LED的电流或电压信号。
279,8,LED照明驱动芯片,智能LED照片驱动芯片,智能LED照明驱动芯片是一种集成了控制逻辑和功率输出电路的芯片，可以控制多个LED的亮度和颜色，支持多种控制接口，如PWM（脉冲宽度调制）、SPI（串行外设接口）和I2C（串行总线接口）。
280,8,石英晶体谐振器,双列直插式（DIP）,双列直插式（Dual In-line Package，简称DIP）是一种集成电路的封装形式。它的外观为矩形，并具有一排排的引脚，引脚从两侧均匀排列。
281,8,石英晶体谐振器,表面贴装式（SMD）,表面贴装式（SMD）是一种电子元器件安装方式，相比于传统的插拔式元器件，它的优点是体积小、重量轻、可自动化生产，可使电路板设计更紧凑，有助于提高电子产品的性能和可靠性。
282,8,石英晶体谐振器,音叉晶体谐振器,音叉晶体谐振器（Tuning Fork Crystal Resonator）是一种石英晶体谐振器，其振荡频率通常在10kHz~100kHz之间。
283,8,石英晶体谐振器,高频晶体谐振器,高频晶体谐振器（Crystal Oscillator）则是一种在几十kHz到数百MHz的频率范围内工作的晶体谐振器。
,,,,
,,,,
,,,,
,备注：,,,
,1、{}中的内容一般为具体产业链的名称,,,
,"2、()中的内容一般为补充说明,也可根据情况省略掉",,,
